"id","versjon","fornavn","etternavn","foedselsdato","doedsdato","kjoenn","fylke_id","parti_id","top_words_in_questions","top_tfidf_words_in_questions"
"ANVI","1.0","Anne Petrea","Vik","1933-01-08 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"ANWO","1.0","Andreas","Wormdahl","1911-01-20 00:00:00","2001-06-14 00:00:00","mann","ST","A",NULL,NULL
"AOR",NULL,"Anita","Orlund","1964-09-07 00:00:00","0001-01-01 00:00:00","kvinne","Ak","A",NULL,NULL
"AR","1.0","Afshan","Rafiq","1975-02-25 00:00:00","0001-01-01 00:00:00","kvinne","Os","H","<span class=\"size-1\" name=\"10\">konkrete</span><span class=\"size-1\" name=\"10\">tiltak</span><span class=\"size-10\" name=\"8\">sette</span><span class=\"size-10\" name=\"8\">regjeringen</span><span class=\"size-10\" name=\"7\">Ahus</span><span class=\"size-10\" name=\"6\">gang</span><span class=\"size-10\" name=\"5\">verk</span><span class=\"size-10\" name=\"5\">Norge</span><span class=\"size-10\" name=\"4\"> 
</span><span class=\"size-10\" name=\"4\">barn</span><span class=\"size-10\" name=\"4\">kvinner</span><span class=\"size-10\" name=\"4\">få</span><span class=\"size-10\" name=\"4\">pasienter</span><span class=\"size-10\" name=\"4\">styrke</span><span class=\"size-10\" name=\"3\">gi</span><span class=\"size-10\" name=\"3\">dag</span><span class=\"size-10\" name=\"3\">står</span><span class=\"size-10\" name=\"3\">dagens</span><span class=\"size-10\" name=\"3\">gjøre</span><span class=\"size-10\" name=\"3\">Oslo</span><span class=\"size-10\" name=\"3\">ser</span><span class=\"size-10\" name=\"3\">trygg</span><span class=\"size-10\" name=\"3\">flere</span><span class=\"size-10\" name=\"3\">blant</span><span class=\"size-10\" name=\"3\">arbeid</span><span class=\"size-10\" name=\"3\">sykehjem</span><span class=\"size-10\" name=\"3\">får</span><span class=\"size-10\" name=\"3\">forsvarlig</span><span class=\"size-10\" name=\"3\">pasientene</span>","<span class=\"size-1\" name=\"0.112356845634\">konkrete</span><span class=\"size-2\" name=\"0.0958587511526\">Ahus</span><span class=\"size-3\" name=\"0.083711075887\">tiltak</span><span class=\"size-4\" name=\"0.0752396766116\">regjeringen</span><span class=\"size-4\" name=\"0.0678409252287\">sette</span><span class=\"size-6\" name=\"0.0494803513844\">gang</span><span class=\"size-7\" name=\"0.044423438412\">kvinner</span><span class=\"size-7\" name=\"0.041401018693\">styrke</span><span class=\"size-7\" name=\"0.0407799816655\">pasienter</span><span class=\"size-7\" name=\"0.0386935419217\">verk</span><span class=\"size-7\" name=\"0.0382574471458\">Norge</span><span class=\"size-7\" name=\"0.0363933331292\">legeårsverk</span><span class=\"size-7\" name=\"0.0354572088536\">sykehjem</span><span class=\"size-7\" name=\"0.034901282264\">pasientene</span><span class=\"size-8\" name=\"0.0332833231734\">barn</span><span class=\"size-8\" name=\"0.0326667353843\">minoritetskvinner</span><span class=\"size-8\" name=\"0.0325328721798\">forsvarlig</span><span class=\"size-8\" name=\"0.0324990584968\">trygg</span><span class=\"size-8\" name=\"0.0305745264298\">dagens</span><span class=\"size-8\" name=\"0.0297134765438\">minoritetsbakgrunn</span><span class=\"size-8\" name=\"0.0294983079747\">kjemper</span><span class=\"size-8\" name=\"0.0294983079747\">bemanningssituasjonen</span><span class=\"size-8\" name=\"0.0293129967118\"> 
</span><span class=\"size-8\" name=\"0.0289430700703\">blant</span><span class=\"size-8\" name=\"0.0287724753368\">står</span><span class=\"size-8\" name=\"0.0286992447396\">trygt</span><span class=\"size-8\" name=\"0.027613983551\">få</span><span class=\"size-8\" name=\"0.0275838042771\">ytringsfrihet</span><span class=\"size-8\" name=\"0.0272128438567\">Oslo</span>"
"ARAK","1.0","Arne","Askildsen","1898-08-25 00:00:00","1982-07-12 00:00:00","mann","VA","KrF",NULL,NULL
"ARAR","1.0","Arthur","Arntzen","1906-04-29 00:00:00","1997-03-28 00:00:00","mann","Øs","A",NULL,NULL
"ARAS","1.0","Arne Alsåker","Spilde","1937-04-18 00:00:00","0001-01-01 00:00:00","mann","Ho","H",NULL,NULL
"ARBE","1.0","Arve","Berg","1935-05-01 00:00:00","0001-01-01 00:00:00","mann","MR","A",NULL,NULL
"AREH",NULL,"Are","Helseth","1955-01-11 00:00:00","0001-01-01 00:00:00","mann","Ak","A",NULL,NULL
"ARHA","1.0","Arnt Gudleik","Hagen","1928-08-17 00:00:00","2007-05-27 00:00:00","mann","MR","Sp",NULL,NULL
"ARHE","1.0","Arent M.","Henriksen","1946-09-08 00:00:00","0001-01-01 00:00:00","mann","ST","SV",NULL,NULL
"ARJH","1.0","Arnold Carl","Johansen","1898-02-19 00:00:00","1957-07-29 00:00:00","mann","No","H",NULL,NULL
"ARJN","1.0","Arvid","Johansen","1910-11-12 00:00:00","1996-05-01 00:00:00","mann","He","A",NULL,NULL
"ARJO","1.0","Arvid","Johanson","1929-02-03 00:00:00","0001-01-01 00:00:00","mann","Øs","A",NULL,NULL
"ARK","1.0","Arve","Kambe","1974-11-25 00:00:00","0001-01-01 00:00:00","mann","Ro","H","<span class=\"size-1\" name=\"antall: 39\"> 
</span><span class=\"size-3\" name=\"antall: 29\">bidra</span><span class=\"size-4\" name=\"antall: 27\">få</span><span class=\"size-4\" name=\"antall: 27\">Haugesund</span><span class=\"size-5\" name=\"antall: 20\">år</span><span class=\"size-5\" name=\"antall: 20\">kommune</span><span class=\"size-5\" name=\"antall: 20\">får</span><span class=\"size-6\" name=\"antall: 19\">flere</span><span class=\"size-6\" name=\"antall: 18\">regjeringen</span><span class=\"size-6\" name=\"antall: 16\">norske</span><span class=\"size-6\" name=\"antall: 16\">Norge</span><span class=\"size-7\" name=\"antall: 15\">ny</span><span class=\"size-7\" name=\"antall: 14\">andre</span><span class=\"size-7\" name=\"antall: 14\">må</span><span class=\"size-7\" name=\"antall: 14\">regelverket</span><span class=\"size-7\" name=\"antall: 14\">bør</span><span class=\"size-7\" name=\"antall: 14\">kommuner</span><span class=\"size-7\" name=\"antall: 13\">slike</span><span class=\"size-7\" name=\"antall: 13\">nytt</span><span class=\"size-7\" name=\"antall: 13\">endre</span><span class=\"size-7\" name=\"antall: 13\">økt</span><span class=\"size-7\" name=\"antall: 13\">viser</span><span class=\"size-7\" name=\"antall: 13\">to</span><span class=\"size-7\" name=\"antall: 13\">2010</span><span class=\"size-7\" name=\"antall: 13\">fått</span><span class=\"size-7\" name=\"antall: 12\">ønsker</span><span class=\"size-7\" name=\"antall: 12\">finansministeren</span><span class=\"size-7\" name=\"antall: 12\">mener</span><span class=\"size-8\" name=\"antall: 11\">mva-refusjon</span><span class=\"size-8\" name=\"antall: 11\">fremkommer</span>","<span class=\"size-1\" name=\"tfidf: 0.0316261460909\">Haugesund</span><span class=\"size-2\" name=\"tfidf: 0.0264187100171\"> 
</span><span class=\"size-3\" name=\"tfidf: 0.0237212129941\">bidra</span><span class=\"size-5\" name=\"tfidf: 0.0172291044948\">få</span><span class=\"size-5\" name=\"tfidf: 0.0158434292373\">mva-refusjon</span><span class=\"size-6\" name=\"tfidf: 0.0156463081364\">regjeringen</span><span class=\"size-6\" name=\"tfidf: 0.0155641059351\">flere</span><span class=\"size-6\" name=\"tfidf: 0.0155376574113\">får</span><span class=\"size-6\" name=\"tfidf: 0.0144336057156\">kommune</span><span class=\"size-6\" name=\"tfidf: 0.0133304362759\">regelverket</span><span class=\"size-6\" name=\"tfidf: 0.0129364592139\">bør</span><span class=\"size-6\" name=\"tfidf: 0.0127623794003\">kommuner</span><span class=\"size-7\" name=\"tfidf: 0.0125457908645\">norske</span><span class=\"size-7\" name=\"tfidf: 0.0124572904715\">2010</span><span class=\"size-7\" name=\"tfidf: 0.0121821434494\">fremkommer</span><span class=\"size-7\" name=\"tfidf: 0.0116713117777\">endre</span><span class=\"size-7\" name=\"tfidf: 0.0116509407828\">slike</span><span class=\"size-7\" name=\"tfidf: 0.0114961461452\">opplever</span><span class=\"size-7\" name=\"tfidf: 0.0113824657427\">fått</span><span class=\"size-7\" name=\"tfidf: 0.0113143058512\">Norge</span><span class=\"size-7\" name=\"tfidf: 0.0112720981355\">andre</span><span class=\"size-7\" name=\"tfidf: 0.0112028653016\">ønsker</span><span class=\"size-7\" name=\"tfidf: 0.0110504767278\">økt</span><span class=\"size-7\" name=\"tfidf: 0.0109378498928\">viser</span><span class=\"size-7\" name=\"tfidf: 0.0109190000916\">år</span><span class=\"size-7\" name=\"tfidf: 0.0106724059201\">Flere</span><span class=\"size-7\" name=\"tfidf: 0.0106466146462\">finansministeren</span><span class=\"size-7\" name=\"tfidf: 0.0103032993504\">mener</span><span class=\"size-7\" name=\"tfidf: 0.0103018453762\">fengsel</span>"
"ARKI","1.0","Arne","Kielland","1939-09-08 00:00:00","2003-07-06 00:00:00","mann","ST","A",NULL,NULL
"ARL","1.0","Arild","Lund","1940-03-04 00:00:00","0001-01-01 00:00:00","mann","Ve","H",NULL,NULL
"ARLH",NULL,"Arne L.","Haugen","1939-07-25 00:00:00","0001-01-01 00:00:00","mann","ST","A",NULL,NULL
"ARMØ","1.0","Arnt Jacobsen","Mørland","1888-06-23 00:00:00","1957-09-28 00:00:00","mann","AA","KrF",NULL,NULL
"ARN","1.0","Are","Næss","1942-11-14 00:00:00","0001-01-01 00:00:00","mann","Ho","KrF",NULL,NULL
"ARNE","1.0","Arne Leonhard","Nilsen","1893-07-21 00:00:00","1957-04-05 00:00:00","mann","AA","H",NULL,NULL
"ARNI","1.0","Arne","Nilsen","1924-01-21 00:00:00","0001-01-01 00:00:00","mann","Ho","A",NULL,NULL
"ARNW","1.0","Arnljot","Norwich","1922-12-29 00:00:00","1994-12-28 00:00:00","mann","Tr","H",NULL,NULL
"ARRS","1.0","Arne","Rostad","1894-03-04 00:00:00","1969-06-21 00:00:00","mann","Op","B",NULL,NULL
"ARRØ",NULL,"Arild","Rødland","1947-02-23 00:00:00","0001-01-01 00:00:00","mann","ST","KrF",NULL,NULL
"ARSD","1.0","Arthur","Sundt","1899-04-08 00:00:00","1971-08-19 00:00:00","mann",NULL,"V",NULL,NULL
"ARSK","1.0","Arne","Skauge","1948-01-27 00:00:00","0001-01-01 00:00:00","mann","Ho","H",NULL,NULL
"ARSÆ","1.0","Arne","Sæter","1913-08-21 00:00:00","1973-09-14 00:00:00","mann","MR","KrF",NULL,NULL
"ARSØ","1.0","Arne Torolf","Strøm","1901-10-01 00:00:00","1972-04-02 00:00:00","mann","Ak","A",NULL,NULL
"ARU","1.0","Åshild Karlstrøm","Rundhaug","1955-01-04 00:00:00","0001-01-01 00:00:00","kvinne","Fi","H",NULL,NULL
"ARVL",NULL,"Arve","Lønnum","1961-10-21 00:00:00","0001-01-01 00:00:00","mann","Os","FrP",NULL,NULL
"ARWE","1.0","Arnold","Weiberg-Aurdal","1925-06-18 00:00:00","0001-01-01 00:00:00","mann","MR","Sp",NULL,NULL
"ARØI","1.0","Arne","Øien","1928-12-22 00:00:00","1998-10-05 00:00:00","mann",NULL,NULL,NULL,NULL
"ASAE","1.0","Åsa","Elvik","1979-01-12 00:00:00","0001-01-01 00:00:00","kvinne","No","SV",NULL,NULL
"ASAM",NULL,"Asle","Amundsen","1952-06-27 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"ASAN","1.0","Asbjørn","Andersen","1941-07-14 00:00:00","1994-03-16 00:00:00","mann","AA","A",NULL,NULL
"ASBJ",NULL,"Asbjørn","Bjørnset","1938-12-11 00:00:00","0001-01-01 00:00:00","mann","Ho","SV",NULL,NULL
"ASC","1.0","Åse","Michaelsen","1960-06-04 00:00:00","0001-01-01 00:00:00","kvinne","VA","FrP","<span class=\"size-1\" name=\"12\">gjøre</span><span class=\"size-2\" name=\"10\">samt</span><span class=\"size-4\" name=\"8\">få</span><span class=\"size-4\" name=\"8\">sikre</span><span class=\"size-5\" name=\"7\">justisministeren</span><span class=\"size-5\" name=\"7\">forhold</span><span class=\"size-5\" name=\"7\">kriminelle</span><span class=\"size-10\" name=\"6\">gjort</span><span class=\"size-6\" name=\"5\">under</span><span class=\"size-6\" name=\"5\">år</span><span class=\"size-6\" name=\"5\">tilgang</span><span class=\"size-6\" name=\"5\">enkelte</span><span class=\"size-6\" name=\"5\">bekrefte</span><span class=\"size-6\" name=\"5\">soning</span><span class=\"size-6\" name=\"5\">får</span><span class=\"size-7\" name=\"4\">oversikt</span><span class=\"size-7\" name=\"4\">slike</span><span class=\"size-7\" name=\"4\">Norge</span><span class=\"size-7\" name=\"4\">politiet</span><span class=\"size-7\" name=\"4\">norske</span><span class=\"size-7\" name=\"4\">grunn</span><span class=\"size-7\" name=\"4\">tiltak</span><span class=\"size-7\" name=\"4\">Mener</span><span class=\"size-7\" name=\"4\">unngå</span><span class=\"size-7\" name=\"4\">regjeringen</span><span class=\"size-7\" name=\"4\">forskere</span><span class=\"size-7\" name=\"4\">saken</span><span class=\"size-7\" name=\"4\">saker</span><span class=\"size-7\" name=\"4\">bruk</span><span class=\"size-8\" name=\"3\">gi</span>","<span class=\"size-1\" name=\"0.0399358114002\">samt</span><span class=\"size-2\" name=\"0.0374527925931\">gjøre</span><span class=\"size-2\" name=\"0.0364229964104\">kriminelle</span><span class=\"size-3\" name=\"0.0296722707994\">justisministeren</span><span class=\"size-4\" name=\"0.0270683875259\">sikre</span><span class=\"size-4\" name=\"0.0253973488655\">forhold</span><span class=\"size-4\" name=\"0.0250392145972\">soning</span><span class=\"size-5\" name=\"0.0236723570077\">tilgang</span><span class=\"size-5\" name=\"0.0235862890808\">gjort</span><span class=\"size-5\" name=\"0.0231360402725\">få</span><span class=\"size-5\" name=\"0.022516577928\">forskere</span><span class=\"size-5\" name=\"0.0222408931721\">bekrefte</span><span class=\"size-5\" name=\"0.0219015150625\">enkelte</span><span class=\"size-6\" name=\"0.0188182848839\">klimapanel</span><span class=\"size-6\" name=\"0.0182982977858\">unngå</span><span class=\"size-6\" name=\"0.0180786246443\">oversikt</span><span class=\"size-6\" name=\"0.0176055715414\">får</span><span class=\"size-6\" name=\"0.0171110068081\">under</span><span class=\"size-6\" name=\"0.0169861888186\">politiet</span><span class=\"size-6\" name=\"0.0165061359628\">saker</span><span class=\"size-6\" name=\"0.0162456425801\">slike</span><span class=\"size-7\" name=\"0.0159526610842\">kjøpt</span><span class=\"size-7\" name=\"0.0157789155007\">Kristiansand</span><span class=\"size-7\" name=\"0.015759661993\">regjeringen</span><span class=\"size-7\" name=\"0.0157564143323\">Mener</span><span class=\"size-7\" name=\"0.0155870283761\">inngått</span><span class=\"size-7\" name=\"0.0151153097566\">FNs</span><span class=\"size-7\" name=\"0.0148983463729\">snarest</span><span class=\"size-7\" name=\"0.0147892509189\">korrupte</span>"
"ÅSDO","1.0","Åse-Marit","Dobloug","1936-08-01 00:00:00","0001-01-01 00:00:00","kvinne","He","H",NULL,NULL
"ASFA",NULL,"Astrid","Fagernes","1933-10-31 00:00:00","0001-01-01 00:00:00","kvinne","Ak","H",NULL,NULL
"ASFD","1.0","Aslaug","Fadum","1925-08-17 00:00:00","0001-01-01 00:00:00","kvinne","Ve","Sp",NULL,NULL
"ASFR","1.0","Aslaug","Fredriksen","1918-11-09 00:00:00","2000-02-03 00:00:00","kvinne","MR","KrF",NULL,NULL
"ASGJ","1.0","Astrid","Gjertsen","1928-09-14 00:00:00","0001-01-01 00:00:00","kvinne","AA","H",NULL,NULL
"ASGR","1.0","Asbjørn","Granheim","1906-01-01 00:00:00","1977-01-27 00:00:00","mann","Op","Sp",NULL,NULL
"ASHA","1.0","Asbjørn","Haugstvedt","1926-11-20 00:00:00","2008-06-26 00:00:00","mann","No","A",NULL,NULL
"ASHI","1.0","Astrid Nøklebye","Heiberg","1936-04-14 00:00:00","0001-01-01 00:00:00","kvinne","Os","H",NULL,NULL
"ASHO","1.0","Asbjørn Antoni","Holm","1921-04-09 00:00:00","2001-02-04 00:00:00","mann","No","SF",NULL,NULL
"ÅSIV","1.0","Åsa Solberg","Iversen","1929-04-07 00:00:00","2009-02-03 00:00:00","kvinne","Øs","A",NULL,NULL
"ASJH",NULL,"Astrid","Johnsrud","1935-08-09 00:00:00","0001-01-01 00:00:00","kvinne","Bu","Sp",NULL,NULL
"ASJR","1.0","Asbjørn Reidar","Jordahl","1932-12-12 00:00:00","0001-01-01 00:00:00","mann","MR","A",NULL,NULL
"ASK","1.0","Asmund","Kristoffersen","1944-11-05 00:00:00","0001-01-01 00:00:00","mann","MR","A",NULL,NULL
"ASKH",NULL,"Åshild","Bruun-Gundersen","1986-11-26 00:00:00","0001-01-01 00:00:00","kvinne","AA","FrP",NULL,NULL
"ASLL","1.0","Asbjørn","Lillås","1919-04-19 00:00:00","1983-05-26 00:00:00","mann","Ve","A",NULL,NULL
"ASMA","1.0","Astrid Murberg","Martinsen","1932-05-08 00:00:00","1991-08-11 00:00:00","kvinne","Ve","A",NULL,NULL
"ASSJ","1.0","Asbjørn","Sjøthun","1927-07-20 00:00:00","2010-03-28 00:00:00","mann","Tr","A",NULL,NULL
"ASSK","1.0","Astrid","Skare","1891-01-17 00:00:00","1963-11-18 00:00:00","kvinne","Bu","A",NULL,NULL
"ASSO","1.0","Asbjørn","Solberg","1893-12-27 00:00:00","1977-06-23 00:00:00","mann","Øs","KrF",NULL,NULL
"AST","1.0","Ane Sofie","Tømmerås","1966-02-18 00:00:00","0001-01-01 00:00:00","kvinne","Øs","A",NULL,NULL
"ASVE","1.0","Aslak","Versto","1924-12-20 00:00:00","1992-11-25 00:00:00","mann","Te","A",NULL,NULL
"ASWI",NULL,"Asbjørn Gunnar Johan","Wikestad","1948-01-17 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"ATR","1.0","Anette","Trettebergstuen","1981-05-25 00:00:00","0001-01-01 00:00:00","kvinne","He","A","<span class=\"size-1\" name=\"6\">saken</span><span class=\"size-2\" name=\"5\">ta</span><span class=\"size-4\" name=\"4\">få</span><span class=\"size-10\" name=\"3\">utenriksministeren</span><span class=\"size-10\" name=\"3\">gjøre</span><span class=\"size-10\" name=\"3\">myndigheter</span><span class=\"size-10\" name=\"3\">offentlig</span><span class=\"size-10\" name=\"3\">aktuelle</span><span class=\"size-10\" name=\"3\">sektor</span>","<span class=\"size-1\" name=\"0.0662349763573\">saken</span><span class=\"size-4\" name=\"0.0456604381925\">nigerianske</span><span class=\"size-4\" name=\"0.0448507137754\">aktuelle</span><span class=\"size-4\" name=\"0.0402626817778\">utenriksministeren</span><span class=\"size-4\" name=\"0.0402323170713\">IMF</span><span class=\"size-5\" name=\"0.0393482737221\">sektor</span><span class=\"size-5\" name=\"0.0392068632817\">myndigheter</span><span class=\"size-5\" name=\"0.0364164583479\">hjelpepleier</span><span class=\"size-5\" name=\"0.0349425486945\">offentlig</span><span class=\"size-5\" name=\"0.0348723332429\">2004-2005)</span><span class=\"size-5\" name=\"0.0346455375413\">få</span><span class=\"size-5\" name=\"0.0346076734943\">demokratiske</span><span class=\"size-6\" name=\"0.0324328721342\">endringene</span><span class=\"size-6\" name=\"0.0300951076129\">fora</span><span class=\"size-6\" name=\"0.028183933807\">spørsmålet</span><span class=\"size-6\" name=\"0.0280422258201\">gjøre</span><span class=\"size-6\" name=\"0.026790690383\">ta</span><span class=\"size-6\" name=\"0.026753854495\">prosjekter</span><span class=\"size-7\" name=\"0.0260461988791\">Norges</span><span class=\"size-7\" name=\"0.0260062258923\">skjer</span><span class=\"size-7\" name=\"0.0249092318022\">praksis</span><span class=\"size-7\" name=\"0.0240520739899\">privat</span><span class=\"size-7\" name=\"0.0239991013569\">stigmatisering</span><span class=\"size-7\" name=\"0.0239991013569\">demokratiseres</span><span class=\"size-7\" name=\"0.0239991013569\">innskuddspensjonsordning</span><span class=\"size-7\" name=\"0.0239991013569\">lånfinansiering</span><span class=\"size-7\" name=\"0.0239991013569\">Palaniappan</span><span class=\"size-7\" name=\"0.0239991013569\">ikke-diskriminering</span><span class=\"size-7\" name=\"0.0239991013569\">AFP-avtalen</span>"
"ATW","1.0","Anne Tingelstad","Wøien","1965-06-18 00:00:00","0001-01-01 00:00:00","kvinne","Op","Sp","<span class=\"size-1\" name=\"8\">elever</span><span class=\"size-10\" name=\"4\">må</span><span class=\"size-10\" name=\"4\">Harestua</span><span class=\"size-7\" name=\"3\">menighetsrådene</span><span class=\"size-7\" name=\"3\">frafall</span>","<span class=\"size-1\" name=\"0.145205351528\">elever</span><span class=\"size-3\" name=\"0.115449722834\">Harestua</span><span class=\"size-4\" name=\"0.0878563516858\">menighetsrådene</span><span class=\"size-5\" name=\"0.0735585066717\">frafall</span><span class=\"size-6\" name=\"0.0628228302741\">hybelboere</span><span class=\"size-6\" name=\"0.0596063700395\">reisevei</span><span class=\"size-6\" name=\"0.0585709011239\">lotterivirksomhet</span><span class=\"size-7\" name=\"0.048135416913\">må</span><span class=\"size-8\" name=\"0.0434521236852\">daglig</span><span class=\"size-8\" name=\"0.0423740170617\">lange</span><span class=\"size-8\" name=\"0.0416425602441\">elevene</span><span class=\"size-8\" name=\"0.038248286254\">videregående</span><span class=\"size-8\" name=\"0.0380435307788\">flytte</span><span class=\"size-8\" name=\"0.0380102663264\">desember</span><span class=\"size-8\" name=\"0.0355349741887\">ulike</span><span class=\"size-8\" name=\"0.0345359413533\">gir</span><span class=\"size-8\" name=\"0.033308034234\">blant</span><span class=\"size-8\" name=\"0.0330196452544\">rutetabellene</span><span class=\"size-8\" name=\"0.0330196452544\">fagopplæringen_</span><span class=\"size-8\" name=\"0.0330196452544\">stasjonsnavnet</span><span class=\"size-8\" name=\"0.0330196452544\">_landbruksfaglig</span><span class=\"size-8\" name=\"0.0330196452544\">elevgruppa</span><span class=\"size-8\" name=\"0.0330196452544\">Furumo\"</span><span class=\"size-8\" name=\"0.0330196452544\">lotteriverdige</span><span class=\"size-8\" name=\"0.0330196452544\">stedsnavnet</span><span class=\"size-8\" name=\"0.0330196452544\">Vg1-kurs</span><span class=\"size-8\" name=\"0.0330196452544\">lotteriforskriften</span><span class=\"size-8\" name=\"0.0330196452544\">5-6-årsalderen</span><span class=\"size-8\" name=\"0.0330196452544\">bussreiser</span>"
